date,campaign_id,country,publisher,os,size,banner name,LP(landing page),Views,Clicks,Spend,Downloads,Installs,Sales
3/12/2014,20589,Iran,5226,Vista,Small,Cleanblubtn,LP,22,0,0,0,0,0
3/12/2014,20556,Uzbekistan,5156,XP,Big,Cleanblubtn,LP,100,5,0.97,3,0,0
3/12/2014,21269,Ivory Coast,3761,Win7,Small,Cleanblubtn,LP2GB,3671,29,31.2,16,7,1
3/12/2014,21344,Iran,4470,Win7,Small,Clean2orngBtn,LP2OB,14391,145,36.25,90,24,1
3/12/2014,21345,Iran,4470,Win7,Small,Clean2GrnBtn,LP2GB,56827,843,193.89,337,101,3
3/12/2014,21867,Uzbekistan,All,Win7,Big,Clean2GrnBtn,LP2GB,425,26,5.2,20,8,0
3/12/2014,19959,Iran,5043,Win7,Small,BlueFlshOrangeBtn,LP,1430,85,34,20,5,1
3/12/2014,19911,Iran,4814,Win8,Big,simple,LP,7,0,0,,,
3/12/2014,22433,Ivory Coast,6406,Win7,Big,CleanOrngbtnCer,LP2GB,164,0,0,,,
3/12/2014,21599,Iran,3761,Vista,Small,BlueFlshOrangeBtn,LP2GB,7367,144,51.2,60,25,1
3/12/2014,23064,Uzbekistan,6374,XP,Big,simple,LP2GB,42,0,0,,,
3/12/2014,22089,Iran,3789,Win7,Big,CleanOrngbtnCer,LP2OB,69,0,0,,,
3/12/2014,19504,Barbedos,5226,Vista,Small,BlueFlshOrangeBtn,LP,34,8,2,2,1,0
3/12/2014,23472,Iran,3761,Win8,Small,Cleanblubtn,LP2OB,9998,114,67.44,74,32,0
3/12/2014,23312,Ivory Coast,4470,Win7,Small,BlueFlshOrangeBtn,LP,5563,59,26.55,24,8,0
3/12/2014,22040,Iran,5135,Vista,Small,Cleanblubtn,LP2OB,6420,77,47.27,38,15,1
3/12/2014,19360,Iran,4814,Vista,Big,simple,LP,81,4,2,2,2,0
3/12/2014,20558,Uzbekistan,5156,Win7,Big,Cleanblubtn,LP,732,5,1.23,3,1,0
3/12/2014,21985,Iran,All,Win7,Big,CleanblubtnCer,LP,17658,178,35.6,47,18,0
3/12/2014,20644,Iran,4390,Win8,Big,Cleanblubtn,LP,44,0,0.13,1,0,0
3/12/2014,22300,Iran,5372,Win8,Small,BlueFlshOrangeBtn,LP,343,23,10.35,15,10,0
3/12/2014,20559,Uzbekistan,5156,Win8,Big,Cleanblubtn,LP,348,3,0.54,0,0,0
3/12/2014,21263,Ivory Coast,3761,Win8,Small,Cleanblubtn,LP2GB,1068,9,9.08,7,7,0
3/12/2014,20110,Barbedos,5013,Win7,Small,BlueFlshOrangeBtn,LP,88,4,0.92,2,1,0
3/12/2014,20765,Ivory Coast,ALL,Win7,Big,simple,LP,583,38,9.5,19,7,0
3/12/2014,24039,Iran,3761,Win8,Small,GrayGen,LP,16021,215,109.33,106,47,1
3/12/2014,21609,Iran,3761,Win8,Small,Cleanblubtn,LP2GB,7477,71,50.47,52,25,2
3/12/2014,24180,Iran,5543,Win7,Small,CleanblubtnCer,LP,12,0,0,,,
3/12/2014,19352,Barbedos,5330,Win7,Small,simple1red,LP,131,3,0.75,1,0,0
3/12/2014,22425,Ivory Coast,6404,Win7,Big,CleanOrngbtnCer,LP2GB,148,0,0,,,
3/12/2014,19512,Barbedos,5226,Win7,Small,BlueFlshOrangeBtn,LP,405,9,2.25,5,1,0
3/12/2014,20861,Ivory Coast,3761,Win8,Small,Cleanblubtn,LP,1139,13,10.64,5,4,0
3/12/2014,20746,Uzbekistan,ALL,XP,Big,simple,LP,271,14,3.5,7,2,0
3/12/2014,24040,Iran,3761,Win7,Small,GrayGen,LP,75642,814,510.53,448,176,7
3/12/2014,23069,Ivory Coast,6374,Vista,Big,simple,LP2GB,9,0,0,,,
3/12/2014,19964,Iran,5614,Vista,Small,BlueFlshOrangeBtn,LP,15,9,3.42,2,0,0
3/12/2014,24118,Iran,4502,Win7,Big,CleanblubtnCer,LP,5531,39,19.5,19,9,1
3/12/2014,24115,Iran,4502,Vista,Big,CleanblubtnCer,LP,1270,8,4,2,1,0
3/12/2014,19544,Iran,4470,Vista,Small,BlueFlshOrangeBtn,LP,1983,25,8.73,8,3,0
3/12/2014,20249,Iran,3761,XP,Small,Cleanblubtn,LP,7209,87,48.66,59,14,0
3/12/2014,21606,Iran,3761,Win7,Small,Cleanblubtn,LP2GB,39,0,0.26,1,1,0
3/12/2014,20247,Iran,5135,Win8,Small,Cleanblubtn,LP,20851,242,143.73,137,70,7
3/12/2014,22576,Ivory Coast,3761,Vista,Small,CleanOrngbtnCer,LP2OB,190,2,1.62,1,0,0
3/12/2014,19904,Iran,5135,Win8,Small,BlueFlshOrangeBtn,LP,26427,489,184.6,213,77,5
3/12/2014,21594,Iran,3761,Win8,Small,BlueFlshOrangeBtn,LP,15046,243,101.38,90,41,1
3/12/2014,23071,Ivory Coast,6374,Win8,Big,simple,LP2GB,28,0,0,,,
3/12/2014,19955,Iran,5614,Win7,Small,BlueFlshOrangeBtn,LP,87,13,2.86,5,0,0
3/12/2014,22054,Iran,5059,XP,Big,CleanOrngbtnCer,LP2OB,25161,237,59.25,122,36,2
3/12/2014,19972,Iran,5807,XP,Big,simple,LP,7,0,0,,,
3/12/2014,20951,Iran,5061,Vista,Big,Cleanblubtn,LP2GB,44,0,0,,,
3/12/2014,19501,Iran,5135,Vista,Small,BlueFlshOrangeBtn,LP,8065,154,55.57,61,29,1
3/12/2014,22045,Iran,3761,Vista,Small,CleanGrnbtnCer,LP2OB,6574,84,44.37,47,18,1
3/12/2014,23480,Iran,5372,Win8,Small,BlueFlshOrangeBtn,LP,516,38,15.2,20,7,0
3/12/2014,22956,Iran,4286,Vista,Small,CleanOrngbtnCer,LP,1310,275,77,144,33,1
3/12/2014,19968,Iran,5013,Vista,Small,BlueFlshOrangeBtn,LP,310,17,8.5,7,2,0
3/12/2014,20163,Iran,6085,Win7,Small,BlueFlshOrangeBtn,LP,56,2,0.56,,,
3/12/2014,22574,Ivory Coast,3761,Win8,Small,CleanOrngbtnCer,LP2OB,1534,15,13.04,6,7,0
3/12/2014,19940,Iran,3761,XP,Small,BlueFlshOrangeBtn,LP,6452,128,43.55,49,10,1
3/12/2014,24117,Iran,4502,Win8,Big,CleanblubtnCer,LP,861,12,6,8,4,1
3/12/2014,21864,Uzbekistan,All,Vista,Big,Clean2GrnBtn,LP2GB,153,8,2,5,1,0
3/12/2014,24043,Iran,5135,Win7,Small,GrayGen,LP,82469,953,568.95,481,186,6
3/12/2014,22566,Iran,5061,Win7,Big,CleanOrngbtnCer,LP2GB,50,4,1.52,,,
3/12/2014,19509,Iran,5135,Win7,Small,BlueFlshOrangeBtn,LP,65358,1005,451.82,402,152,3
3/12/2014,25224,Iran,5135,Win8,Small,noam,LP-GEN1,13229,171,91.28,100,52,1
3/12/2014,23061,Iran,6374,Vista,Big,simple,LP2GB,24,0,0,,,
3/12/2014,22420,Iran,6404,Win7,Big,CleanOrngbtnCer,LP2GB,17,0,0,,,
3/12/2014,20752,Barbedos,ALL,Vista,Big,simple,LP,420,35,8.75,12,3,0
3/12/2014,20170,Iran,6084,XP,Small,BlueFlshOrangeBtn,LP,11,2,0.6,1,0,0
3/12/2014,20754,Barbedos,ALL,XP,Big,simple,LP,376,39,9.75,16,3,0
3/12/2014,17159,Iran,5330,Win7,Small,simple1red,LP,947,27,6.48,13,6,2
3/12/2014,25326,Iran,4470,Win7,Small,noam,LP-GEN1,8954,101,28.28,43,13,0
3/12/2014,23068,Barbedos,6374,Vista,Big,simple,LP2GB,24,0,0,,,
3/12/2014,22047,Iran,3761,XP,Small,BlueFlshBlueBtn,LP2OB,12980,278,87.62,106,21,2
3/12/2014,20591,Iran,5226,Win7,Small,Cleanblubtn,LP,207,6,2.16,4,1,0
3/12/2014,22987,Ivory Coast,3761,Win7,Small,BlueFlshOrangeBtn,LP,8762,154,74.48,53,20,2
3/12/2014,19517,Iran,5135,XP,Small,BlueFlshOrangeBtn,LP,2598,67,17.93,36,12,0
3/12/2014,23109,Iran,5059,Vista,Big,CleanOrngbtnCer,LP2OB,12947,148,42.92,101,40,0
3/12/2014,20753,Ivory Coast,ALL,Vista,Big,simple,LP,109,12,3,6,2,1
3/12/2014,20160,Iran,6082,Win7,Small,BlueFlshOrangeBtn,LP,61,0,0,,,
3/12/2014,21983,Iran,All,XP,Small,CleanblubtnCer,LP,9,0,0,,,
3/12/2014,21865,Uzbekistan,All,XP,Big,Clean2GrnBtn,LP2GB,287,21,5.25,11,4,0
3/12/2014,22871,Iran,5135,Win8,Small,Cleanblubtn,LP,20614,214,143.32,107,51,6
3/12/2014,19949,Iran,5226,Win8,Small,BlueFlshOrangeBtn,LP,26,5,1.8,2,2,0
3/12/2014,22049,Iran,3761,Win8,Small,BlueFlshBlueBtn,LP2OB,3602,53,24.74,25,14,0
3/12/2014,21981,Iran,All,Win7,Small,CleanblubtnCer,LP,205,4,0.8,2,0,0
3/12/2014,19943,Iran,5013,XP,Small,BlueFlshOrangeBtn,LP,723,61,15.86,27,1,0
3/12/2014,21926,Iran,6374,Win7,Big,simple,LP2GB,46,7,1.75,,,
3/12/2014,19903,Iran,5586,Win8,Small,BlueFlshOrangeBtn,LP,29,0,0,,,
3/12/2014,23003,Iran,5862,Vista,Small,CleanOrngbtnCer,LP,7,0,0,,,
3/12/2014,22957,Iran,4286,Win8,Small,CleanOrngbtnCer,LP,3180,426,115.02,217,119,1
3/12/2014,24677,Iran,5135,Win7,Small,AvailBlack,LP-GEN1,17679,178,121.99,131,64,2
3/12/2014,22434,Ivory Coast,6406,Win8,Big,CleanOrngbtnCer,LP2GB,28,0,0,,,
3/12/2014,23067,Barbedos,6374,Win7,Big,simple,LP2GB,14,0,0,,,
3/12/2014,20557,Uzbekistan,5156,Vista,Big,Cleanblubtn,LP,68,1,0.06,1,0,0
3/12/2014,21987,Iran,All,XP,Big,CleanblubtnCer,LP,1725,14,2.8,2,2,0
3/12/2014,20173,Iran,6083,Win8,Small,BlueFlshOrangeBtn,LP,40,3,0.84,0,0,0
3/12/2014,23479,Iran,5372,Win7,Small,Cleanblubtn,LP2OB,1427,253,96.14,134,54,0
3/12/2014,19954,Iran,5876,Win8,Small,BlueFlshOrangeBtn,LP,39,2,0.6,1,0,0
3/12/2014,20109,Barbedos,5013,Win8,Small,BlueFlshOrangeBtn,LP,28,1,0.23,,,
3/12/2014,23107,Iran,5059,Win8,Big,CleanOrngbtnCer,LP2OB,46531,439,136.09,238,116,4
3/12/2014,21597,Iran,3761,Vista,Small,BlueFlshOrangeBtn,LP,4557,68,30.76,30,14,3
3/12/2014,21262,Ivory Coast,3761,Win8,Small,BlueFlshOrangeBtn,LP2OB,1405,22,11.94,6,2,0
3/12/2014,23089,Iran,4286,Win7,Small,BlueFlshOrangeBtn,LP2GB,7072,697,213.22,333,112,3
3/12/2014,19905,Iran,5226,Win8,Small,BlueFlshOrangeBtn,LP,23,0,0,,,
3/12/2014,20252,Iran,3761,Vista,Small,Cleanblubtn,LP,5939,57,40.09,35,14,0
3/12/2014,24663,Iran,5135,Win7,Small,GrayGen,LP-GEN1,20388,211,140.68,150,55,3
3/12/2014,22055,Iran,5059,Vista,Big,CleanOrngbtnCer,LP2OB,18094,218,89.38,132,42,2
3/12/2014,21866,Uzbekistan,All,Win8,Big,Clean2GrnBtn,LP2GB,241,9,2.25,3,1,0
3/12/2014,19948,Iran,3761,Win8,Small,BlueFlshOrangeBtn,LP,15292,259,104.03,92,40,4
3/12/2014,22429,Ivory Coast,6405,Vista,Big,CleanOrngbtnCer,LP2GB,12,0,0,,,
3/12/2014,23473,Iran,3761,Win8,Small,CleanGrnbtnCer,LP2OB,13545,140,101.47,78,30,1
3/12/2014,19366,Barbedos,5061,Vista,Big,simple,LP,66,4,0.84,0,0,0
3/12/2014,20248,Iran,5135,Vista,Small,Cleanblubtn,LP,6699,82,46.22,54,21,3
3/12/2014,23462,Iran,5135,XP,Small,Cleanblubtn,LP2OB,2452,41,18.21,31,6,0
3/12/2014,21718,Iran,5043,XP,Small,BlueFlshOrangeBtn,LP,260,27,3.24,7,0,0
3/12/2014,23311,Ivory Coast,4470,Vista,Small,BlueFlshOrangeBtn,LP,484,6,2.04,4,2,0
3/12/2014,19345,Iran,5586,Vista,Small,simple1red,LP,11,0,0,,,
3/12/2014,17158,Iran,,Vista,Small,simple1red,,609,92,23.92,31,15,0
3/12/2014,22958,Iran,4286,Win7,Small,CleanOrngbtnCer,LP,9940,783,250.56,376,135,1
3/12/2014,23352,Iran,5330,Win8,Small,CleanOrngbtnCer,LP2GB,15,0,0,,,
3/12/2014,24044,Iran,5135,Win8,Small,GrayGen,LP,18325,249,126.44,122,57,1
3/12/2014,22056,Iran,5059,Win7,Big,CleanOrngbtnCer,LP2OB,136443,1077,409.26,545,206,7
3/12/2014,22383,Iran,6406,Win7,Big,CleanOrngbtnCer,LP2GB,0,1,0.32,,,
3/12/2014,20102,Barbedos,5061,Win7,Big,BlueFlshOrangeBtn,LP,18,0,0,,,
3/12/2014,21608,Iran,3761,Win8,Small,Cleanblubtn,LP2OB,7,0,0.05,1,0,2
3/12/2014,20169,Iran,6083,XP,Small,BlueFlshOrangeBtn,LP,13,4,1.2,2,0,0
3/12/2014,19503,Barbedos,3761,Vista,Small,BlueFlshOrangeBtn,LP,4876,125,34.8,47,21,1
3/12/2014,23115,Iran,5059,Win8,Big,Clean2orngBtn,LP2OB,52340,628,157.96,266,125,3
3/12/2014,21347,Iran,4470,Vista,Small,Cleanblubtn,LP2OB,8299,135,36.14,82,29,1
3/12/2014,19974,Iran,5807,Win7,Big,simple,LP,78,2,0.56,,,
3/12/2014,22865,Iran,3761,Win8,Small,BlueFlshBlueBtn,LP2OB,14369,266,96.99,112,44,3
3/12/2014,19514,Ivory Coast,5226,Win7,Small,BlueFlshOrangeBtn,LP,78,2,0.5,1,0,0
3/12/2014,20093,Barbedos,4470,Win7,Small,BlueFlshOrangeBtn,LP,26173,276,44.16,102,45,0
3/12/2014,25227,Iran,3761,Win8,Small,noam,LP-GEN1,7370,86,49.75,47,18,1
3/12/2014,19346,Iran,5157,Win7,Small,simple1red,LP,289,17,4.59,4,2,0
3/12/2014,22426,Ivory Coast,6404,Win8,Big,CleanOrngbtnCer,LP2GB,30,0,0,,,
3/12/2014,19953,Iran,5583,Win8,Small,BlueFlshOrangeBtn,LP,372,143,40.04,49,29,0
3/12/2014,19353,Barbedos,5330,XP,Small,simple1red,LP,21,0,0,0,0,0
3/12/2014,23090,Iran,4286,Win8,Small,BlueFlshOrangeBtn,LP2GB,2468,234,65.05,92,53,1
3/12/2014,19358,Iran,4814,Win7,Big,simple,LP,558,28,14.56,18,9,0
3/12/2014,20251,Iran,3761,Win8,Small,Cleanblubtn,LP,14408,147,98.67,84,29,2
3/12/2014,19962,Iran,5583,Win7,Small,BlueFlshOrangeBtn,LP,106,3,0.84,,,
3/12/2014,21598,Iran,3761,Vista,Small,BlueFlshOrangeBtn,LP2OB,4160,96,29.05,44,18,0
3/12/2014,20763,Ivory Coast,ALL,Win8,Big,simple,LP,419,37,9.25,16,5,0
3/13/2014,23108,Iran,5059,Win7,Big,CleanOrngbtnCer,LP2OB,150658,1081,399.97,558,198,5
3/13/2014,20590,Iran,5226,Win7,Small,simple,LP,187,4,1.44,1,0,0
3/13/2014,20103,Barbedos,5061,Vista,Big,BlueFlshOrangeBtn,LP,5197,36,8.28,24,6,0
3/13/2014,20005,Iran,5135,Win7,Small,BlueFlshOrangeBtn,LP,43358,666,301.78,283,85,3
3/13/2014,23312,Ivory Coast,4470,Win7,Small,BlueFlshOrangeBtn,LP,5786,71,31.95,34,15,1
3/13/2014,19945,Iran,5583,XP,Small,BlueFlshOrangeBtn,LP,13,2,0.56,2,0,0
3/13/2014,21921,Iran,6374,Win7,Big,Clean2GrnBtn,LP2GB,71,4,1,,,
3/13/2014,19963,Iran,5876,Win7,Small,BlueFlshOrangeBtn,LP,109,1,0.3,1,0,0
3/13/2014,24116,Iran,4502,XP,Big,CleanblubtnCer,LP,722,2,1,2,0,0
3/13/2014,20748,Uzbekistan,ALL,Win7,Big,simple,LP,1454,89,23.14,41,19,1
3/13/2014,19518,Iran,5226,XP,Small,BlueFlshOrangeBtn,LP,13,3,0.9,3,0,0
3/13/2014,19346,Iran,5157,Win7,Small,simple1red,LP,355,13,3.51,4,1,0
3/13/2014,22865,Iran,3761,Win8,Small,BlueFlshBlueBtn,LP2OB,15794,266,106.61,82,31,1
3/13/2014,20248,Iran,5135,Vista,Small,Cleanblubtn,LP,6145,76,43.58,50,18,1
3/13/2014,23462,Iran,5135,XP,Small,Cleanblubtn,LP2OB,25,0,0.17,0,0,0
3/13/2014,19509,Iran,5135,Win7,Small,BlueFlshOrangeBtn,LP,65429,1000,452.18,400,146,6
3/13/2014,20094,Barbedos,4470,Vista,Small,BlueFlshOrangeBtn,LP,5182,96,20.16,34,11,1
3/13/2014,19544,Iran,4470,Vista,Small,BlueFlshOrangeBtn,LP,1481,18,6.52,13,6,1
3/13/2014,22088,Iran,3789,Vista,Big,CleanOrngbtnCer,LP2OB,13,0,0.04,,,
3/13/2014,20754,Barbedos,ALL,XP,Big,simple,LP,457,44,11,27,2,0
3/13/2014,19505,Ivory Coast,3761,Vista,Small,BlueFlshOrangeBtn,LP,698,13,5.93,5,2,0
3/13/2014,20247,Iran,5135,Win8,Small,Cleanblubtn,LP,21328,237,147.96,118,52,0
3/13/2014,24677,Iran,5135,Win7,Small,AvailBlack,LP-GEN1,84,0,0.58,2,1,0
3/13/2014,25226,Iran,3761,Win7,Small,noam,LP-GEN1,67384,738,454.84,431,168,10
3/13/2014,19344,Iran,5586,XP,Small,simple1red,LP,22,0,0,0,0,0
3/13/2014,23003,Iran,5862,Vista,Small,CleanOrngbtnCer,LP,21,0,0,,,
3/13/2014,20863,Ivory Coast,4470,Win7,Small,simple,LP,11,0,0,,,
3/13/2014,24664,Iran,3761,Win7,Small,GrayGen,LP-GEN1,134,0,0.9,3,2,2
3/13/2014,19962,Iran,5583,Win7,Small,BlueFlshOrangeBtn,LP,99,1,0.28,1,0,0
3/13/2014,20251,Iran,3761,Win8,Small,Cleanblubtn,LP,12796,146,87.74,93,37,2
3/13/2014,23313,Ivory Coast,4470,Win8,Small,BlueFlshOrangeBtn,LP,1361,12,4.8,11,4,0
3/13/2014,19512,Barbedos,5226,Win7,Small,BlueFlshOrangeBtn,LP,339,5,1.25,5,2,0
3/13/2014,24045,Iran,3761,Vista,Small,CleanOrngbtnCer,LP,5406,59,36.49,37,9,1
3/13/2014,20092,Barbedos,4470,Win8,Small,BlueFlshOrangeBtn,LP,4197,48,7.68,22,8,0
3/13/2014,20558,Uzbekistan,5156,Win7,Big,Cleanblubtn,LP,6772,29,12.18,17,6,0
3/13/2014,22984,Ivory Coast,3761,Win8,Small,BlueFlshOrangeBtn,LP,2564,45,21.73,23,6,0
3/13/2014,22985,Ivory Coast,3761,Win8,Small,BlueFlshOrangeBtn,LP,2218,45,18.85,23,9,0
3/13/2014,22987,Ivory Coast,3761,Win7,Small,BlueFlshOrangeBtn,LP,12515,227,106.27,80,44,1
3/13/2014,23109,Iran,5059,Vista,Big,CleanOrngbtnCer,LP2OB,12758,130,37.7,76,21,0
3/13/2014,19364,Barbedos,5061,Win7,Big,simple,LP,7,0,0,,,
3/13/2014,20163,Iran,6085,Win7,Small,BlueFlshOrangeBtn,LP,128,0,0,,,
3/13/2014,23112,Iran,5059,XP,Big,Clean2orngBtn,LP2OB,24957,301,60.2,149,34,1
3/13/2014,19958,Iran,5226,Win7,Small,BlueFlshOrangeBtn,LP,222,7,2.52,1,1,0
3/13/2014,19953,Iran,5583,Win8,Small,BlueFlshOrangeBtn,LP,152,13,3.64,4,3,0
3/13/2014,23113,Iran,5059,Vista,Big,Clean2orngBtn,LP2OB,17141,272,78.88,132,37,2
3/13/2014,24114,Iran,5013,Win8,Small,CleanOrngbtnCer,LP,1349,108,43.2,70,39,2
3/13/2014,20168,Iran,6082,XP,Small,BlueFlshOrangeBtn,LP,11,0,0,0,0,0
3/13/2014,22044,Iran,3761,XP,Small,CleanGrnbtnCer,LP2OB,7,0,0.05,0,0,0
3/13/2014,20091,Barbedos,4470,XP,Small,BlueFlshOrangeBtn,LP,2278,53,9.54,13,3,0
3/13/2014,19347,Iran,5157,XP,Small,simple1red,LP,17,1,0.27,,,
3/13/2014,25224,Iran,5135,Win8,Small,noam,LP-GEN1,13544,165,93.45,88,38,1
3/13/2014,20762,Barbedos,ALL,Win8,Big,simple,LP,1307,87,21.75,48,16,1
3/13/2014,20249,Iran,3761,XP,Small,Cleanblubtn,LP,6324,76,42.63,52,8,1
3/13/2014,19503,Barbedos,3761,Vista,Small,BlueFlshOrangeBtn,LP,4875,135,34.42,66,29,1
3/13/2014,20166,Iran,6084,Vista,Small,BlueFlshOrangeBtn,LP,8,0,0,,,
3/13/2014,20175,Iran,6085,Win8,Small,BlueFlshOrangeBtn,LP,72,2,0.56,1,1,0
3/13/2014,19520,Barbedos,5226,XP,Small,BlueFlshOrangeBtn,LP,118,5,2,2,1,0
3/13/2014,21608,Iran,3761,Win8,Small,Cleanblubtn,LP2OB,6,0,0.04,1,0,1
3/13/2014,19950,Iran,5043,Win8,Small,BlueFlshOrangeBtn,LP,149,3,1.05,1,0,0
3/13/2014,19514,Ivory Coast,5226,Win7,Small,BlueFlshOrangeBtn,LP,142,2,0.5,0,0,0
3/13/2014,23311,Ivory Coast,4470,Vista,Small,BlueFlshOrangeBtn,LP,441,10,3.4,4,0,0
3/13/2014,23473,Iran,3761,Win8,Small,CleanGrnbtnCer,LP2OB,11719,102,78.79,71,30,2
3/13/2014,20945,Iran,5135,Vista,Small,BlueFlshOrangeBtn,LP2OB,11,0,0.08,1,0,0
3/13/2014,19940,Iran,3761,XP,Small,BlueFlshOrangeBtn,LP,6576,152,44.33,49,4,1
3/13/2014,20093,Barbedos,4470,Win7,Small,BlueFlshOrangeBtn,LP,23978,242,38.72,77,35,1
3/13/2014,20102,Barbedos,5061,Win7,Big,BlueFlshOrangeBtn,LP,18,0,0,,,
3/13/2014,19949,Iran,5226,Win8,Small,BlueFlshOrangeBtn,LP,77,1,0.36,1,0,0
3/13/2014,21981,Iran,All,Win7,Small,CleanblubtnCer,LP,189,1,0.2,2,1,0
3/13/2014,22299,Iran,5372,Vista,Small,BlueFlshOrangeBtn,LP,133,14,7.28,9,6,0
3/13/2014,22047,Iran,3761,XP,Small,BlueFlshBlueBtn,LP2OB,11675,269,78.81,96,15,0
3/13/2014,22577,Ivory Coast,3761,Vista,Small,CleanOrngbtnCer,LP2GB,512,5,4.35,3,3,0
3/13/2014,20100,Barbedos,5061,XP,Big,BlueFlshOrangeBtn,LP,4835,34,7.82,12,2,0
3/13/2014,21980,Iran,All,Vista,Small,CleanblubtnCer,LP,9,0,0,,,
3/13/2014,21718,Iran,5043,XP,Small,BlueFlshOrangeBtn,LP,269,23,2.76,7,0,0
3/13/2014,23479,Iran,5372,Win7,Small,Cleanblubtn,LP2OB,1705,293,111.34,170,55,3
3/13/2014,20557,Uzbekistan,5156,Vista,Big,Cleanblubtn,LP,1324,11,2.28,6,0,0
3/13/2014,21983,Iran,All,XP,Small,CleanblubtnCer,LP,12,1,0.2,,,
3/13/2014,21985,Iran,All,Win7,Big,CleanblubtnCer,LP,18920,165,33,48,19,0
3/13/2014,20110,Barbedos,5013,Win7,Small,BlueFlshOrangeBtn,LP,178,3,0.69,2,1,0
3/13/2014,20765,Ivory Coast,ALL,Win7,Big,simple,LP,482,58,14.5,28,11,0
3/13/2014,24041,Iran,3761,Vista,Small,GrayGen,LP,6668,107,45.01,63,25,1
3/13/2014,21347,Iran,4470,Vista,Small,Cleanblubtn,LP2OB,8325,136,37.46,73,16,1
3/13/2014,23352,Iran,5330,Win8,Small,CleanOrngbtnCer,LP2GB,22,0,0,,,
3/13/2014,21609,Iran,3761,Win8,Small,Cleanblubtn,LP2GB,6854,73,46.26,45,21,1
3/13/2014,20559,Uzbekistan,5156,Win8,Big,Cleanblubtn,LP,1525,11,2.53,5,3,0
3/13/2014,19354,Barbedos,5330,Vista,Small,simple1red,LP,22,1,0.25,1,1,0
3/13/2014,20174,Iran,6084,Win8,Small,BlueFlshOrangeBtn,LP,52,0,0,0,0,0
3/13/2014,25227,Iran,3761,Win8,Small,noam,LP-GEN1,6715,80,45.33,44,20,1
3/13/2014,22089,Iran,3789,Win7,Big,CleanOrngbtnCer,LP2OB,21,0,0,,,
3/13/2014,22054,Iran,5059,XP,Big,CleanOrngbtnCer,LP2OB,25874,242,60.5,154,24,1
3/13/2014,19903,Iran,5586,Win8,Small,BlueFlshOrangeBtn,LP,39,0,0,,,
3/13/2014,21866,Uzbekistan,All,Win8,Big,Clean2GrnBtn,LP2GB,283,13,3.25,8,3,0
3/13/2014,20173,Iran,6083,Win8,Small,BlueFlshOrangeBtn,LP,48,1,0.28,1,0,0
3/13/2014,19943,Iran,5013,XP,Small,BlueFlshOrangeBtn,LP,672,72,18.72,38,9,0
3/13/2014,21273,Ivory Coast,3761,Vista,Small,simple,LP2GB,878,10,7.46,3,2,1
3/13/2014,22049,Iran,3761,Win8,Small,BlueFlshBlueBtn,LP2OB,7,0,0.05,0,0,1
3/13/2014,24663,Iran,5135,Win7,Small,GrayGen,LP-GEN1,111,0,0.77,2,1,0
3/13/2014,23090,Iran,4286,Win8,Small,BlueFlshOrangeBtn,LP2GB,2239,215,59.77,99,45,2
3/13/2014,24043,Iran,5135,Win7,Small,GrayGen,LP,81886,985,564.95,537,220,10
3/13/2014,19352,Barbedos,5330,Win7,Small,simple1red,LP,187,5,1.25,1,1,0
3/13/2014,20861,Ivory Coast,3761,Win8,Small,Cleanblubtn,LP,2133,13,18.13,6,2,0
3/13/2014,21271,Ivory Coast,3761,Vista,Small,BlueFlshOrangeBtn,LP2OB,893,28,7.59,9,3,0
3/13/2014,20746,Uzbekistan,ALL,XP,Big,simple,LP,367,23,5.75,10,3,0
3/13/2014,19941,Iran,5226,XP,Small,BlueFlshOrangeBtn,LP,46,0,0,0,0,0
3/13/2014,24118,Iran,4502,Win7,Big,CleanblubtnCer,LP,6085,42,21,24,8,0
3/13/2014,19353,Barbedos,5330,XP,Small,simple1red,LP,8,0,0,,,
3/13/2014,23091,Iran,4286,Vista,Small,BlueFlshOrangeBtn,LP2GB,979,153,41.31,93,33,0
3/13/2014,20944,Iran,5135,Vista,Small,BlueFlshOrangeBtn,LP2OB,7804,141,54.97,58,15,0
3/13/2014,20160,Iran,6082,Win7,Small,BlueFlshOrangeBtn,LP,62,0,0,,,
3/13/2014,21987,Iran,All,XP,Big,CleanblubtnCer,LP,1674,15,3,2,1,0
3/13/2014,19360,Iran,4814,Vista,Big,simple,LP,67,4,2,2,2,0
3/13/2014,22992,Ivory Coast,3761,Vista,Small,BlueFlshOrangeBtn,LP,960,26,8.16,8,3,1
3/13/2014,23463,Iran,5135,XP,Small,BlueFlshOrangeBtn,LP,15,0,0.1,1,0,0
3/13/2014,20752,Barbedos,ALL,Vista,Big,simple,LP,499,43,10.75,17,7,0
3/13/2014,24918,Iran,5003,Win7,Small,BlueFlshOrangeBtn,LP,5787,116,25.52,,,
3/13/2014,23067,Barbedos,6374,Win7,Big,simple,LP2GB,19,0,0,,,
3/13/2014,24044,Iran,5135,Win8,Small,GrayGen,LP,17609,249,121.5,159,76,4
3/13/2014,21595,Iran,3761,Win8,Small,BlueFlshOrangeBtn,LP2OB,7,0,0.05,1,0,0
3/13/2014,19966,Iran,5226,Vista,Small,BlueFlshOrangeBtn,LP,16,0,0,,,
3/13/2014,19358,Iran,4814,Win7,Big,simple,LP,479,20,10.4,10,6,0
